"Date","Time","Home","HG","HxGt","HxGp","Away","AG","AxGt","AxGp","GD","xGDt","xGDp","Final","HxPts","AxPts"
"2025-09-20","20:00 EDT","COS","0","0.89","0.89","SAC","2","1.72","1.75","-2","-0.83","-0.86","-2","0.72","2.04"
"2025-09-20","19:30 EDT","TBR","2","2.81","2.89","NC","2","1.96","1.96","0","0.85","0.92","0","1.83","0.97"
"2025-09-20","19:30 EDT","LOU","3","3.67","3.75","LV","1","0.17","0.17","2","3.50","3.57","2","2.98","0.01"
"2025-09-20","19:00 EDT","DET","0","1.68","1.69","LEX","1","1.33","1.34","-1","0.36","0.35","-1","1.63","1.06"
"2025-09-20","19:00 EDT","HFD","1","1.50","1.50","PIT","2","1.18","1.24","-1","0.32","0.26","-1","1.64","1.09"
"2025-09-19","19:00 EDT","MIA","0","0.41","0.41","RI","1","1.11","1.12","-1","-0.71","-0.71","-1","0.54","2.15"
"2025-09-17","12:30 EDT","BHM","1","0.75","0.75","TBR","4","2.27","2.27","-3","-1.52","-1.52","-3","0.32","2.54"
"2025-09-13","22:30 EDT","LV","0","1.22","1.22","MIA","0","1.74","1.74","0","-0.52","-0.52","0","1.02","1.74"
"2025-09-13","22:00 EDT","SAC","1","1.43","1.44","PHX","2","1.94","1.94","-1","-0.51","-0.51","0","0.97","1.77"
"2025-09-13","22:00 EDT","MB","0","1.76","1.76","HFD","4","3.06","3.20","-4","-1.30","-1.44","-4","0.61","2.23"
"2025-09-13","21:00 EDT","NM","0","1.22","1.23","TUL","0","0.95","0.96","0","0.27","0.27","-1","1.65","1.06"
"2025-09-13","19:30 EDT","TBR","3","0.75","0.75","COS","3","1.49","1.53","0","-0.74","-0.78","0","0.75","1.98"
"2025-09-13","19:30 EDT","CHS","3","2.91","2.91","OAK","3","2.30","2.33","0","0.61","0.59","0","1.82","0.97"
"2025-09-13","19:00 EDT","RI","0","0.87","0.87","IND","0","1.33","1.94","0","-0.46","-1.07","1","0.96","1.74"
"2025-09-13","19:00 EDT","PIT","0","1.60","1.60","LOU","2","1.54","1.55","-2","0.06","0.05","-2","1.41","1.29"
"2025-09-13","17:00 EDT","LDN","1","1.47","1.47","SA","5","3.37","3.41","-4","-1.90","-1.94","-3","0.38","2.48"
"2025-09-12","19:00 EDT","NC","1","0.62","0.62","ELP","0","1.07","1.09","1","-0.45","-0.47","1","0.87","1.78"
"2025-09-12","18:00 EDT","LEX","1","2.08","2.08","OC","1","0.20","0.20","0","1.88","1.89","0","2.68","0.19"
"2025-09-10","21:00 EDT","NM","4","1.37","1.37","DET","0","1.07","1.08","4","0.29","0.29","4","1.65","1.07"
"2025-09-07","16:00 EDT","OAK","0","0.48","0.50","PIT","2","1.76","1.78","-2","-1.28","-1.28","-2","0.41","2.40"
"2025-09-06","21:00 EDT","ELP","1","2.74","2.90","LDN","2","1.59","1.59","-1","1.15","1.31","-1","2.11","0.68"
"2025-09-06","21:00 EDT","COS","2","1.15","1.15","MB","1","1.98","2.45","1","-0.84","-1.30","1","0.81","1.97"
"2025-09-06","20:30 EDT","TUL","1","2.00","2.02","BHM","1","0.65","0.67","0","1.35","1.34","0","2.45","0.37"
"2025-09-06","20:30 EDT","SA","0","0.48","0.48","NM","1","0.67","0.67","-1","-0.19","-0.19","-1","1.05","1.52"
"2025-09-06","19:56 EDT","RI","0","0.61","0.62","LOU","1","0.19","0.19","-1","0.42","0.43","-1","1.71","0.81"
"2025-09-06","19:30 EDT","CHS","2","3.15","3.19","IND","1","0.96","0.96","1","2.20","2.23","1","2.74","0.17"
"2025-09-06","19:30 EDT","TBR","0","0.60","0.61","SAC","2","1.15","1.15","-2","-0.55","-0.54","-2","0.80","1.88"
"2025-09-06","19:30 EDT","MIA","0","0.92","0.92","HFD","1","1.38","1.38","-1","-0.46","-0.46","-1","0.98","1.74"
"2025-09-06","19:00 EDT","DET","4","1.29","1.29","OC","1","2.12","2.20","3","-0.83","-0.91","3","0.75","2.04"
"2025-09-05","22:30 EDT","PHX","0","0.31","0.31","LV","0","1.42","1.43","0","-1.11","-1.11","0","0.40","2.38"
"2025-09-05","18:00 EDT","LEX","2","1.19","1.19","NC","1","0.76","0.76","1","0.43","0.43","1","1.73","0.92"
"2025-09-03","19:30 EDT","HFD","0","2.21","2.30","IND","2","0.79","0.79","-2","1.42","1.51","-2","2.37","0.45"
"2025-08-30","22:30 EDT","PHX","3","1.33","1.33","ELP","3","2.05","2.13","0","-0.71","-0.80","0","0.85","1.90"
"2025-08-30","22:30 EDT","LV","0","0.60","0.62","LEX","0","0.98","0.99","0","-0.38","-0.36","1","0.97","1.66"
"2025-08-30","22:00 EDT","OAK","1","0.47","0.48","MB","0","2.03","2.03","1","-1.55","-1.55","1","0.40","2.42"
"2025-08-30","22:00 EDT","OC","4","2.97","2.97","BHM","3","2.11","2.12","1","0.87","0.85","0","1.91","0.90"
"2025-08-30","21:00 EDT","COS","2","1.84","1.95","TUL","0","0.93","0.93","2","0.91","1.03","2","1.96","0.80"
"2025-08-30","21:00 EDT","NM","0","0.36","0.36","SAC","2","0.82","0.82","-2","-0.46","-0.46","-2","0.86","1.77"
"2025-08-30","19:30 EDT","TBR","2","1.67","1.74","PIT","1","1.01","1.01","1","0.67","0.74","1","1.97","0.80"
"2025-08-30","19:30 EDT","NC","2","0.80","0.82","HFD","2","2.37","2.67","0","-1.57","-1.85","-1","0.40","2.44"
"2025-08-30","19:00 EDT","DET","1","1.37","1.39","SA","1","0.93","0.96","0","0.44","0.42","0","1.72","0.95"
"2025-08-30","19:00 EDT","IND","1","1.52","1.52","LOU","3","0.84","0.84","-2","0.68","0.67","-2","1.90","0.84"
"2025-08-30","19:00 EDT","RI","1","1.36","1.36","CHS","0","0.80","0.80","1","0.56","0.56","1","1.84","0.85"
